Feature ID,Domain,Super_Groups,Super_Kingdom,Kingdom,Phylum,Class,Family,Genus,species
731ca8a910a6150d2473b3c8822943b8,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Unassigned,Unassigned
e813ce7be11fc852ad4e877ec6a70ec2,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Daphnia,Daphnia_pulex
93c2a98f63dbce31fed8e5e722028733,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Simocephalus,Simocephalus_vetulus
fc851757e1f82f8c74cd21984f333c59,Eukaryota,Obazoa,Opisthokonta,Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
3bcc2665b459f3296dc6548ecce5343e,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas_uniformis
37f137f0e3bb1ad85dc7fdadbb778523,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
89cb487f00285054300998f26235511e,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Unassigned,Unassigned
17061ddc0fe9a452eb8071b1c3555019,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Unassigned,Unassigned,Unassigned
4f4aed0a7d70916bcdce6011ea2d52fa,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Desmodesmus,Unassigned
d70afb45250882f8325a5529cd4fc28d,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Chydorus,Chydorus_sphaericus
4c30314471329ba261d181f63d34e9cf,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadaceae,Poterioochromonas,Poterioochromonas_sp.
c365a4a091be2334f85a2d91cf49acd8,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadaceae,Poteriospumella,Unassigned
ba160635e2cbcc3d55e7a7c53a3fdafc,Eukaryota,TSAR,Stramenopiles,Bigyra,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
0bfe8c8115af63262b3e7d2bbd645e2e,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Unassigned,Unassigned
625b610766de119a25fe71dd59472ff5,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Ettlia,Ettlia_carotinosa
be9801b2bd0033ddf9053d21eaa43b59,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Cyclops,Cyclops_sp.
24b513b2233f3cffb76412a4cf198d6f,Eukaryota,TSAR,Stramenopiles,Gyrista,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Nannochloropsis,Unassigned
0206c9bed6954cc93e9f17e5e0d841be,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Leptophryidae,Vernalophrys,Vernalophrys_algivore
6c9f4c584b523bb9b1ab72380899247d,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
a16861099ae11dde40807367f66edcf4,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas_sp.
214967125f81bd4b97485e41bb12ce98,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Unassigned,Unassigned,Unassigned
7deddb031a8f1bc83d22a788fc778156,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Rhodotorula,Unassigned
0923c9211e9290f4f72c0a1fd73c0090,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Unassigned,Unassigned
8fbb8802d1e6973ea32b9c684dbb67b3,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Unassigned,Unassigned
ff45135beba2fe982c0f0cc56355fbc0,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadales_clade-X,Ochromonadales_clade-X_X,Ochromonadales_clade-X_X_sp.
2f14250ba14f2ad75812ef8c99cec3fe,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadaceae,Chlorochromonas,Chlorochromonas_sp.
66e8bce898463bf549c6a575f7e3c015,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Oxytricha,Oxytricha_longa
5a231c3aa1e61c56b80b5a3cd0656c53,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
36daa2ad55c0fb17aecdf142aa4e4657,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Unassigned,Unassigned
fce17445390bbe5c33f3fc9601b5dd62,Eukaryota,Obazoa,Opisthokonta,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
0400fec8ce0fd258bb0552fd54b12af5,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
209e4d40ff918f846951bef1c3d83f0d,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Unassigned,Unassigned,Unassigned,Unassigned
96fcff2d04113691861312e0170ceeb2,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
6019597e7f441b3e90cca3776f1aaebb,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
aa9e36e35260df34a2c50d281f3bf72c,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Unassigned,Unassigned,Unassigned
8a795046bc2a7b1de2a190f932130e64,Eukaryota,TSAR,Alveolata,Ciliophora,Phyllopharyngea,Cyrtophoria_4,Chilodonellidae,Chilodonella,Unassigned
023daf4302ff807e39fa38be8bffee65,Eukaryota,TSAR,Stramenopiles,Gyrista,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
f1c869ea02636c67c02a430abcb1d0b9,Eukaryota,Haptista,Centroplasthelida,Centroplasthelida_X,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
4594765b4bc157ae77e66ba88e719fdc,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Adriamonas,Adriamonas_peritocrescens
7c4554aefd1a499f576e3511d687643c,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Unassigned,Unassigned,Unassigned,Unassigned
8f5f2ded1c57cfb915be55a2918113ad,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
00bfdf16b66468c9164c84cb6e21fd8d,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_parva
cac6ebb30d865fe0674ad4a087976277,Eukaryota,TSAR,Stramenopiles,Gyrista,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
a169e2a2193cc9589834823823263cb4,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
493adc99e57d572f209bba8b1a60aae1,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1345a04293e604056cd1bf63c03d2e6b,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Unassigned,Unassigned
b4d3ef3a1933630bf63bb6b855752272,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Ostracoda,Heterocypris,Heterocypris_sp.
5fda917d71a352a078004e4382724853,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
f36ae75febcd26bd620ae1cbd1184fbd,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadaceae,Spumella,Unassigned
a7a84095a86727b29c6f5c6ef66ba9a9,Eukaryota,Obazoa,Opisthokonta,Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
cc60b9ddcf8c1f868e6ca17eaa30940d,Eukaryota,Amoebozoa,Tubulinea,Tubulinea_X,Elardia,Arcellinida,Phryganellina,Cryptodifflugia,Cryptodifflugia_oviformis
efd5204dd23d9aeaaa6546618f2493f9,Bacteria,Terrabacteria,Actinobacteria,Actinobacteria_X,Actinobacteria_XX,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus_rhodochrous
becd3c8749c4809550bfd39561757614,Eukaryota,TSAR,Stramenopiles,Gyrista,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
4f0f60cd9f4ed3223100faf2ba909bbe,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
237e302d3297c47d18a8d571b553bc3d,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Unassigned,Unassigned,Unassigned,Unassigned
ce641944e1abd489f304e0fa54e519b2,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Unassigned,Unassigned
353493459f35167ec0bb94d26bdfacf5,Eukaryota,Haptista,Centroplasthelida,Centroplasthelida_X,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
42f74736a08973997e718ca36e6932d8,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Unassigned,Unassigned
68d5957a482071f73df305d6c6e104c2,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Unassigned,Unassigned
288fd0b8ca93f59701a61545c315903f,Eukaryota,Obazoa,Opisthokonta,Metazoa,Rotifera,Rotifera_X,Rotifera_XX,Epiphanes,Epiphanes_senta
f40c109478fae5bd0cb0431c9d9b0ad0,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
a4e977ae0199e57bb82393ae90acda66,Eukaryota,Obazoa,Opisthokonta,Metazoa,Rotifera,Rotifera_X,Rotifera_XX,Brachionus,Brachionus_calyciflorus
b0687895e0701e8b914a56eea70dbc75,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
a20aa3e88c7ef51e97341c6da573ead9,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Chlorellales,Chlorellales_X,Unassigned,Unassigned
5645608515875fe415a3af50c956fa68,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Cyrtohymena,Cyrtohymena_citrina
c6e1735b87d02c030742c5a4b7cb86eb,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,Unassigned
7b7b04ee9b6599c8ec7f1b9fdb4b09a5,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Unassigned,Unassigned
639f7d47e63c1df5cce3fd1ba1b4f988,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Unassigned,Unassigned,Unassigned,Unassigned
532171f412302794f23bd08b4866cf26,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
19a6d8340604426cf4ac3a6777f92c98,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Unassigned,Unassigned,Unassigned,Unassigned
37cdc554db79ef07919fd8015b904cdd,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Unassigned,Unassigned,Unassigned,Unassigned
865f6082e3a44ba7416f8e2958991731,Eukaryota,Haptista,Centroplasthelida,Centroplasthelida_X,Pterocystida,Pterista,Pterocystidae,Chlamydaster,Chlamydaster_sterni
993e2242fedf371e76d5679bd6123879,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,Unassigned,Unassigned
4f9b24b140c6330d3a97dd653b58ef51,Eukaryota,TSAR,Stramenopiles,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
efad3d7f20e682266d7a2fe5a08cc83e,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
84cc429266dbf53b6e609f09f86dee49,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
5ac7305dd22393fc85cd7289df231ebd,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
622b0720793fc546c1a4190d89b81460,Eukaryota,Haptista,Centroplasthelida,Centroplasthelida_X,Centroplasthelida_XX,Centroplasthelida_XXX,Centroplasthelida_XXXX,Centroplasthelida_XXXXX,Centroplasthelida_XXXXX_sp.
cb2de0fc0fede079e3140186e1557d39,Eukaryota,Haptista,Centroplasthelida,Centroplasthelida_X,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
b18ece89ac94c428635731aa5de543de,Eukaryota,TSAR,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,Colpodida_X,Colpodida_X_sp.
f8ac7d63baa13eebe77d14343ad3febb,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Adriamonas,Adriamonas_peritocrescens
33650b4a6b27617a61b5706e3a44ef1f,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Unassigned,Unassigned
fc8d789d1ec0da46941e3206a80158f3,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
fa61ae28c65cacce193e887c34ab3440,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Leptophryidae,Leptophryidae_X,Leptophryidae_X_sp.
1048aa2b0ce930f4af6794558ae54eda,Eukaryota,Obazoa,Opisthokonta,Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
e7d9fc07509241f66d7906870d404ce4,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Lepidochromonadaceae,Lepidochromonas,Lepidochromonas_sp.
445dfd77e00390c7e321272affef3aef,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
00b7a15334e9dcfb289a3846e2e174e7,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Granofilosea,Limnofilida,Limnofilidae,Limnofilidae_X,Limnofilidae_X_sp.
893fa346d055fa39d7dcffa9689f5be8,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Craspedida,Monosigidae_Group_O,Monosigidae_Group_O_X,Monosigidae_Group_O_X_sp.
b13dd4070f092b5bc3cd00406309c8d5,Eukaryota,Obazoa,Opisthokonta,Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
e6f2f7fd81de6a8b55ceec2b8eec9f1a,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
76cd34c4e67f0b0af921191a1f3339be,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Unassigned,Unassigned
4189cdf12f83774b91fcef7b7353a619,Eukaryota,Obazoa,Opisthokonta,Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
57cefd589685e2d1ef5bf05986e5f040,Eukaryota,Amoebozoa,Tubulinea,Tubulinea_X,Elardia,Euamoebida,Nolandellidae,Nolandellidae_X,Nolandellidae_X_sp.
032c02ee0d6896d51dfe1b47363b4cbf,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadaceae,Poteriospumella,Poteriospumella_lacustris
d696ccf466867feaed05378a1a0a3dc8,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptophyceae_X,Basal_Cryptophyceae-1,Basal_Cryptophyceae-1_X,Basal_Cryptophyceae-1_X_sp.
c66ffa9b5d24cf37cc285dd08187c274,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Daphnia,Daphnia_magna
da541b34a81103cd127185a1c6064596,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,Unassigned,Unassigned
2beafdeaccacba720218ed6a600599a1,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadaceae,Chlorochromonas,Chlorochromonas_sp.
71475602886fe5bddc1f1093d62853a6,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Cryptococcus,Unassigned
61b3b3a06e5f1e18919a55d8e5d2d822,Eukaryota,TSAR,Stramenopiles,Gyrista,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Eustigmatophyceae_XXX,Eustigmatophyceae_XXX_sp.
7279dd532568a6bcef6273c69c1dac78,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Unassigned,Unassigned
0fc00d9de880f320aabcd066eb318397,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Cryptococcus,Unassigned
d89ae3b1f51e2d8eb6891692bb12874f,Bacteria,Terrabacteria,Actinobacteria,Actinobacteria_X,Actinobacteria_XX,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus_rhodochrous
439474046c9e172ad815550008448553,Eukaryota,Excavata,Discoba,Discoba_X,Heterolobosea,Tetramitia_VI,Tetramitia_VI_X,Paravahlkampfia,Paravahlkampfia_ustiana
5791bc5423b973159304b15efb1adab7,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Chydorus,Chydorus_sphaericus
b6715bbb47dea11575bf01be1ca27b81,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia_2,Sessilida,Unassigned,Unassigned
db7414117fdbf9ba6ebbfbc7796df9cc,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Cystofilobasidium,Cystofilobasidium_infirmominiatum
8c2b12c1ef4314520f6e580cbf9f6719,Eukaryota,Excavata,Discoba,Discoba_X,Heterolobosea,Acrasida,Acrasidae,Allovahlkampfia,Allovahlkampfia_sp.
aa7b326a76849d9e64ca81d3d1162cb9,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
f6b87baa1c10499afc3342f6155294ed,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
f2cfd510902a82e8817da1856488dfb2,Eukaryota,Excavata,Discoba,Euglenozoa,Kinetoplastea,Eubodonida,Bodonidae,Bodo,Bodo_edax
cc44d325d58d816a9bfe39f46a5506b7,Eukaryota,Haptista,Centroplasthelida,Centroplasthelida_X,Centroplasthelida_XX,Centroplasthelida_XXX,Centroplasthelida_XXXX,Centroplasthelida_XXXXX,Centroplasthelida_XXXXX_sp.
2491ba1fbaf18eab1c001bf0a8c1f077,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
8ae831e1abaf87328a3b443465e8e0cc,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1624608b0efe6f78ced2527014e16d7c,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
951c440214749cfe74d054fd5b8e5947,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
319a8ece5c27f7f6e834668ac790cdc8,Eukaryota,TSAR,Stramenopiles,Bigyra,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
12bbaf44053889363354cbfd45176ad9,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Leptophryidae,Vernalophrys,Vernalophrys_algivore
1d01953292b5957faaa914c7eaada66d,Eukaryota,Obazoa,Opisthokonta,Rotosphaerida,Nucleariidea,Nucleariida,Nucleariida_X,Nuclearia,Nuclearia_sp.
a6bbc5d3909a2b22d7f9c2ed4f54c9de,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Unassigned,Unassigned
035dbec21ae8843628215223c4193c06,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Chlorellales,Chlorellales_X,Unassigned,Unassigned
c5ed1c7222ed5c30b2e72ecfb543cfb5,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
8426cac0773c294416c9748130ef7778,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Unassigned,Unassigned,Unassigned,Unassigned
ca20efae389a3b4b30fd7462388d4bd2,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Chlamydomonas,Chlamydomonas_inflexa
05b0b71e3b93cb7825ad42f95ac5445a,Eukaryota,Amoebozoa,Tubulinea,Tubulinea_X,Echinamoebida,Echinamoebida_X,Echinamoebidae,Echinamoeba,Unassigned
2ce6ab26f3d431a08723f46de890357d,Eukaryota,Obazoa,Opisthokonta,Metazoa,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
5549e7b747241f08024b9c16844b8d61,Eukaryota,TSAR,Stramenopiles,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
84d5ab1f674c38f2e603be6ce917872f,Eukaryota,Excavata,Discoba,Euglenozoa,Kinetoplastea,Kinetoplastea_X,Kinetoplastea_XX,Kinetoplastea_XX_MET10,Kinetoplastea_XX_MET10_sp.
63bccbb63d0be9a3de749feb2768b00b,Eukaryota,TSAR,Stramenopiles,Bigyra,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
f371fb8a52afdd4759b99bb5ba03b263,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Unassigned,Unassigned
73b5fb7c272a8778f01a989dda8f01f5,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
b9fea61905187b2f940511436c4e5e4e,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Collembola,Lepidocyrtus,Lepidocyrtus_paradoxus
4839954c82cd964d49bf2212c08ec634,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Aureobasidium,Unassigned
6109ad080f0af46d762151a65847695f,Eukaryota,Obazoa,Opisthokonta,Metazoa,Rotifera,Rotifera_X,Rotifera_XX,Epiphanes,Epiphanes_senta
f4b1fb81bbe4ee59e637e2b92fdd1b87,Eukaryota,Amoebozoa,Evosea,Eumycetozoa,Myxogastria_Fuscisporidia,Physarida,Didymiidae,Didymium,Didymium_sp.
89ceed5748ec5ac97877acd2c529c97f,Eukaryota,Excavata,Discoba,Discoba_X,Heterolobosea,Tetramitia_VI,Tetramitia_VI_X,Tetramitia_VI_5,Tetramitia_VI_5_sp.
f83494c92e6380a8b4ee14691c285a88,Eukaryota,Obazoa,Opisthokonta,Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
97ab2c0569e3f139f8becec10000f1f7,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Ostracoda,Cypridopsis,Cypridopsis_japonica
daea7e57b395e67f1e7c1bdb46ab8ae5,Eukaryota,TSAR,Alveolata,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
da85a212a6af31300a0fdfef3498b1ba,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
fbf494a356596ac42e3f71949ba1b668,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Craspedida,Salpingoecidae_Group_C2,Salpingoecidae_Group_C2_X,Salpingoecidae_Group_C2_X_sp.
81449a30980a9df51ef42cc661ca72e5,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
c62c20347f6338dd507341a5ec4ac656,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,Unassigned,Unassigned
dacf52b418b568a9b77665cddd2f23d4,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
9470ddb35a4b6bc554ca7067fc401d50,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia_2,Scuticociliatia_2_X,Cyclidium_3,Unassigned
883355c66b53eb6948a0281c5484c45d,Eukaryota,Obazoa,Opisthokonta,Rotosphaerida,Nucleariidea,Nucleariida,Nucleariida_X,Nuclearia,Nuclearia_moebiusi
b7df02025c865793f129fab0f9b77fac,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas_uniformis
92dc1169c93bda8392f3229647f4f2d2,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Unassigned,Unassigned
83ce37b4cc30f1f66be73de1079cb5dd,Eukaryota,Obazoa,Opisthokonta,Rotosphaerida,Nucleariidea,Nucleariida,Nucleariida_X,Nuclearia,Unassigned
558d7ab1641043fb7408a8f24b8d5447,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Unassigned,Unassigned,Unassigned,Unassigned
b06286dac333734bc14717ac7dc07b27,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
8fab69564c457743a33791b694473e78,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia_2,Scuticociliatia_2_X,Cyclidium_3,Cyclidium_glaucoma
04161533e2d6895667fc418b942c73ea,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
55e54f40d33241820d8f032c6acc59c6,Eukaryota,Obazoa,Opisthokonta,Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
3e9674189c0da4dca7558ba67c4b0433,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1ac35fde19053dd08f0b240377df3c9b,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
