Tank_ID,date,AM_PM,temp_C,DO_perc,DO_mgL
1,3/5/2022,PM,16.9,117,11.33
2,3/5/2022,PM,16.8,120.6,11.78
3,3/5/2022,PM,16.7,112.5,10.96
4,3/5/2022,PM,16.6,112.9,10.99
5,3/5/2022,PM,16.7,133.9,12.1
6,3/5/2022,PM,16.5,112.4,10.77
7,3/5/2022,PM,16.4,119.9,11.78
8,3/5/2022,PM,16.2,120.3,11.82
9,3/5/2022,PM,16.2,119,11.73
10,3/5/2022,PM,16.1,117.5,11.51
11,3/5/2022,PM,16.3,119.7,11.74
12,3/5/2022,PM,16.3,117.7,11.52
13,3/5/2022,PM,16.1,112.8,11.07
14,3/5/2022,PM,16.1,117.9,11.67
15,3/5/2022,PM,16.1,113.7,12.05
16,3/5/2022,PM,16.3,124.3,12.16
17,3/5/2022,PM,16.3,126,12.37
18,3/5/2022,PM,16.1,119.7,11.8
19,3/5/2022,PM,16.2,122.6,12.06
20,3/5/2022,PM,16.3,118.3,11.6
21,3/5/2022,PM,16.3,113.6,11.1
22,3/5/2022,PM,16.1,110.6,10.87
23,3/5/2022,PM,16.2,114.2,11.12
24,3/5/2022,PM,16.1,109.6,10.73
25,3/5/2022,PM,16.2,125.5,12.45
26,3/5/2022,PM,16.6,112.1,10.91
27,3/5/2022,PM,16.6,119.1,11.65
28,3/5/2022,PM,16.6,108.5,10.55
29,3/5/2022,PM,16.6,123.7,12.07
30,3/5/2022,PM,16.5,115,11.17
1,3/6/2023,AM,11.3,102,11.12
2,3/6/2023,AM,11.3,102.7,11.2
3,3/6/2023,AM,11.3,95,10.35
4,3/6/2023,AM,11.2,91.9,10.09
5,3/6/2023,AM,11.1,110.7,12.16
6,3/6/2023,AM,11.2,93.6,10.22
7,3/6/2023,AM,11.4,100.4,10.47
8,3/6/2023,AM,11.3,100,10.91
9,3/6/2023,AM,11.4,99.3,10.82
10,3/6/2023,AM,11.2,96.1,10.53
11,3/6/2023,AM,11.2,100.5,11.05
12,3/6/2023,AM,11.4,98.6,10.73
13,3/6/2023,AM,11.4,96.1,10.47
14,3/6/2023,AM,11.4,99.5,10.89
15,3/6/2023,AM,11.1,102.2,11.23
16,3/6/2023,AM,11.3,103.8,11.38
17,3/6/2023,AM,11.4,105.4,11.52
18,3/6/2023,AM,11.4,101,10.49
19,3/6/2023,AM,11.4,101.4,11.05
20,3/6/2023,AM,11.3,98,10.68
21,3/6/2023,AM,11.1,94,10.33
22,3/6/2023,AM,11.2,92.3,10.12
23,3/6/2023,AM,11.4,96.1,10.5
24,3/6/2023,AM,11.2,94,10.27
25,3/6/2023,AM,11.2,103.1,11.32
26,3/6/2023,AM,10.9,93.8,10.33
27,3/6/2023,AM,11.1,98.9,10.88
28,3/6/2023,AM,11.2,86.8,9.49
29,3/6/2023,AM,11.2,99.9,11.04
30,3/6/2023,AM,11,95.3,10.44
1,3/6/2023,PM,17.2,117.6,11.3
2,3/6/2023,PM,17.1,125.1,12
3,3/6/2023,PM,17,112.2,10.85
4,3/6/2023,PM,17,113,10.88
5,3/6/2023,PM,17,138.4,13.7
6,3/6/2023,PM,16.9,110.6,10.7
7,3/6/2023,PM,16.8,120.7,11.72
8,3/6/2023,PM,16.7,122,11.82
9,3/6/2023,PM,16.8,120.9,11.72
10,3/6/2023,PM,16.8,119.6,11.57
11,3/6/2023,PM,16.8,120.9,11.76
12,3/6/2023,PM,16.9,119.2,11.53
13,3/6/2023,PM,16.7,114.2,11.1
14,3/6/2023,PM,16.7,117.9,11.57
15,3/6/2023,PM,16.7,125,12.07
16,3/6/2023,PM,16.9,125.5,12.21
17,3/6/2023,PM,16.8,128.2,12.49
18,3/6/2023,PM,16.6,122.4,11.9
19,3/6/2023,PM,16.7,125,12.13
20,3/6/2023,PM,16.9,119.8,11.57
21,3/6/2023,PM,16.8,114.9,11.13
22,3/6/2023,PM,16.6,114.2,11.09
23,3/6/2023,PM,16.7,115.9,11.21
24,3/6/2023,PM,16.7,111.1,10.76
25,3/6/2023,PM,16.8,128.7,12.47
26,3/6/2023,PM,17.3,113.6,10.92
27,3/6/2023,PM,17.4,121.6,11.65
28,3/6/2023,PM,17.3,110,10.53
29,3/6/2023,PM,17.3,126.1,12.09
30,3/6/2023,PM,17.4,116.1,11.09
1,3/7/2023,AM,12.4,108.1,11.4
2,3/7/2023,AM,12.3,107.2,11.43
3,3/7/2023,AM,12.4,96.7,10.3
4,3/7/2023,AM,12.3,95.1,10.15
5,3/7/2023,AM,12.2,113.9,12.22
6,3/7/2023,AM,12.4,95.6,10.17
7,3/7/2023,AM,12.5,102,10.85
8,3/7/2023,AM,12.4,101.1,10.75
9,3/7/2023,AM,12.5,101,10.72
10,3/7/2023,AM,12.4,97.7,10.41
11,3/7/2023,AM,12.4,103.5,11.05
12,3/7/2023,AM,12.6,99.5,10.54
13,3/7/2023,AM,12.5,97.6,10.37
14,3/7/2023,AM,12.5,101.9,10.83
15,3/7/2023,AM,12.4,104.8,11.18
16,3/7/2023,AM,12.4,106.7,11.37
17,3/7/2023,AM,12.6,107.9,11.49
18,3/7/2023,AM,12.6,102.5,10.89
19,3/7/2023,AM,12.5,102.5,10.9
20,3/7/2023,AM,12.5,98.6,10.47
21,3/7/2023,AM,12.3,95.8,10.25
22,3/7/2023,AM,12.4,95.1,10.16
23,3/7/2023,AM,12.6,98.1,10.43
24,3/7/2023,AM,12.4,96.4,10.25
25,3/7/2023,AM,12.5,105.9,11.29
26,3/7/2023,AM,12.3,96.2,10.25
27,3/7/2023,AM,12.5,101.5,10.81
28,3/7/2023,AM,12.5,88.3,9.37
29,3/7/2023,AM,12.6,104.9,11.16
30,3/7/2023,AM,12.4,96.8,10.31
1,3/7/2023,PM,18.1,119.1,11.24
2,3/7/2023,PM,18.2,127.7,12.05
3,3/7/2023,PM,18.3,115,10.77
4,3/7/2023,PM,18.5,115.5,10.81
5,3/7/2023,PM,18.2,140.4,13.27
6,3/7/2023,PM,17.7,111.6,10.62
7,3/7/2023,PM,17.6,122.4,11.64
8,3/7/2023,PM,17.8,121.5,11.59
9,3/7/2023,PM,17.6,121.4,11.51
10,3/7/2023,PM,17.5,118.5,11.29
11,3/7/2023,PM,17.5,123,11.77
12,3/7/2023,PM,17.5,117.6,11.21
13,3/7/2023,PM,17.5,115.9,11.08
14,3/7/2023,PM,17.5,121.4,11.63
15,3/7/2023,PM,17.6,126.5,12.09
16,3/7/2023,PM,17.6,127.5,12.16
17,3/7/2023,PM,17.6,128.2,12.21
18,3/7/2023,PM,17.6,123,11.72
19,3/7/2023,PM,17.7,124.4,11.83
20,3/7/2023,PM,18,120.2,11.33
21,3/7/2023,PM,17.6,114.5,10.92
22,3/7/2023,PM,17.5,115.8,11.05
23,3/7/2023,PM,17.6,117.2,11.17
24,3/7/2023,PM,17.6,112.8,10.73
25,3/7/2023,PM,17.7,132.5,12.63
26,3/7/2023,PM,18,115.5,10.89
27,3/7/2023,PM,18,121.7,11.51
28,3/7/2023,PM,18,108.5,10.24
29,3/7/2023,PM,18.2,126.9,12.02
30,3/7/2023,PM,18.2,117.5,11.04
1,3/8/2023,AM,10.8,99.2,10.98
2,3/8/2023,AM,10.9,101.5,11.2
3,3/8/2023,AM,11.1,90.5,9.93
4,3/8/2023,AM,11.2,89.1,9.74
5,3/8/2023,AM,11,108.9,12.04
6,3/8/2023,AM,10.7,90.2,9.98
7,3/8/2023,AM,11.1,97.1,10.68
8,3/8/2023,AM,11.1,96.7,10.63
9,3/8/2023,AM,11.3,96.3,10.52
10,3/8/2023,AM,11.1,92.2,10.14
11,3/8/2023,AM,10.7,99.5,11.03
12,3/8/2023,AM,11.2,95.2,10.42
13,3/8/2023,AM,11.1,93.8,10.29
14,3/8/2023,AM,11.2,98.6,10.82
15,3/8/2023,AM,11,100.8,11.11
16,3/8/2023,AM,10.9,102.5,11.31
17,3/8/2023,AM,11.1,103.5,11.38
18,3/8/2023,AM,11.2,98.7,10.81
19,3/8/2023,AM,11.2,97.7,10.68
20,3/8/2023,AM,11.1,94.6,10.38
21,3/8/2023,AM,10.7,91.4,10.12
22,3/8/2023,AM,10.8,91,10.04
23,3/8/2023,AM,11.2,93.7,10.29
24,3/8/2023,AM,11,92.9,10.22
25,3/8/2023,AM,11,103.4,11.38
26,3/8/2023,AM,10.4,92.2,10.26
27,3/8/2023,AM,10.6,95.9,10.66
28,3/8/2023,AM,10.9,83.2,9.17
29,3/8/2023,AM,11,100.6,11.11
30,3/8/2023,AM,10.8,93.4,10.31
1,3/8/2023,PM,17.7,115,10.89
2,3/8/2023,PM,17.7,122.9,11.68
3,3/8/2023,PM,17.8,110.7,10.47
4,3/8/2023,PM,18,109.4,10.52
5,3/8/2023,PM,18.1,136.7,13.42
6,3/8/2023,PM,17.2,106.2,10.28
7,3/8/2023,PM,17.1,111.1,11.17
8,3/8/2023,PM,17,118,11.33
9,3/8/2023,PM,17.2,114.3,11.17
10,3/8/2023,PM,17,113.3,10.94
11,3/8/2023,PM,16.9,117.2,11.35
12,3/8/2023,PM,16.9,112.7,10.88
13,3/8/2023,PM,16.9,112.6,10.86
14,3/8/2023,PM,16.9,117.5,11.39
15,3/8/2023,PM,16.9,120.3,11.64
16,3/8/2023,PM,17.1,122.5,11.77
17,3/8/2023,PM,17.1,123.9,11.91
18,3/8/2023,PM,17,118.8,11.45
19,3/8/2023,PM,17.1,120.1,11.54
20,3/8/2023,PM,17.3,114.3,10.95
21,3/8/2023,PM,17,109.9,10.71
22,3/8/2023,PM,16.9,110.6,10.66
23,3/8/2023,PM,17.1,112.2,10.81
24,3/8/2023,PM,17,109.6,10.56
25,3/8/2023,PM,17,128.2,12.41
26,3/8/2023,PM,17.1,106.5,10.31
27,3/8/2023,PM,17.4,115.6,11.09
28,3/8/2023,PM,17.5,103.2,9.84
29,3/8/2023,PM,17.5,122.4,11.7
30,3/8/2023,PM,17.5,112.6,10.7
1,3/12/2023,AM,15.7,100.5,9.95
2,3/12/2023,AM,15.8,108.2,10.73
3,3/12/2023,AM,15.8,96.9,9.63
4,3/12/2023,AM,15.7,94.8,9.44
5,3/12/2023,AM,15.7,111.3,11.05
6,3/12/2023,AM,15.7,99.3,9.83
7,3/12/2023,AM,15.7,104.5,10.38
8,3/12/2023,AM,15.6,106.5,10.6
9,3/12/2023,AM,15.7,102.2,10.13
10,3/12/2023,AM,15.6,89.4,8.93
11,3/12/2023,AM,15.7,108.9,10.82
12,3/12/2023,AM,15.7,98.1,9.71
13,3/12/2023,AM,15.7,100.9,10.02
14,3/12/2023,AM,15.7,107,10.62
15,3/12/2023,AM,15.6,109.2,10.85
16,3/12/2023,AM,15.7,115.8,11.5
17,3/12/2023,AM,15.7,111.4,11.02
18,3/12/2023,AM,15.7,107.7,10.69
19,3/12/2023,AM,15.7,104.6,10.34
20,3/12/2023,AM,15.7,98.7,9.79
21,3/12/2023,AM,15.7,98.2,9.75
22,3/12/2023,AM,15.7,98.6,9.78
23,3/12/2023,AM,15.7,101.6,10.08
24,3/12/2023,AM,15.7,102.1,10.15
25,3/12/2023,AM,15.8,111.4,11.06
26,3/12/2023,AM,15.6,102.2,10.11
27,3/12/2023,AM,15.7,102.5,10.18
28,3/12/2023,AM,15.8,83.2,8.2
29,3/12/2023,AM,15.8,104.1,10.32
30,3/12/2023,AM,15.8,102.2,10.1
1,3/12/2023,PM,19.2,115.2,10.59
2,3/12/2023,PM,19.2,125.6,11.63
3,3/12/2023,PM,19.1,111.8,10.33
4,3/12/2023,PM,19.1,112.5,10.39
5,3/12/2023,PM,19.1,132.2,12.35
6,3/12/2023,PM,18.9,108.5,10.2
7,3/12/2023,PM,18.7,116.3,10.83
8,3/12/2023,PM,18.6,120.7,11.23
9,3/12/2023,PM,18.6,118.4,10.79
10,3/12/2023,PM,18.5,104,9.69
11,3/12/2023,PM,18.8,118.4,11.09
12,3/12/2023,PM,18.7,110.7,10.38
13,3/12/2023,PM,18.5,111.8,10.88
14,3/12/2023,PM,18.6,121,11.34
15,3/12/2023,PM,18.6,127.1,11.74
16,3/12/2023,PM,18.7,130.5,12.16
17,3/12/2023,PM,18.7,123.6,11.49
18,3/12/2023,PM,18.5,122.1,11.3
19,3/12/2023,PM,18.6,121.4,11.35
20,3/12/2023,PM,18.5,111.9,10.42
21,3/12/2023,PM,18.7,108.1,10.35
22,3/12/2023,PM,18.5,112.8,10.53
23,3/12/2023,PM,18.6,113.6,10.51
24,3/12/2023,PM,18.5,114.5,10.72
25,3/12/2023,PM,18.6,127,11.7
26,3/12/2023,PM,18.7,108.3,10.1
27,3/12/2023,PM,18.8,116,10.21
28,3/12/2023,PM,18.9,98.6,9
29,3/12/2023,PM,18.8,118.8,10.52
30,3/12/2023,PM,18.8,118.1,10.81
1,3/13/2023,AM,15.7,97.7,9.61
2,3/13/2023,AM,15.7,107,10.57
3,3/13/2023,AM,15.7,94,9.3
4,3/13/2023,AM,15.7,94.6,9.37
5,3/13/2023,AM,15.6,109.3,10.83
6,3/13/2023,AM,15.7,94.6,9.35
7,3/13/2023,AM,15.7,100.5,9.98
8,3/13/2023,AM,15.6,103.1,10.24
9,3/13/2023,AM,15.7,90.9,9.81
10,3/13/2023,AM,15.5,83.6,8.33
11,3/13/2023,AM,15.6,105.7,10.45
12,3/13/2023,AM,15.7,94,9.34
13,3/13/2023,AM,15.6,89.9,9.8
14,3/13/2023,AM,15.6,99,9.82
15,3/13/2023,AM,15.5,105,10.44
16,3/13/2023,AM,15.7,114.5,11.37
17,3/13/2023,AM,15.7,107,10.61
18,3/13/2023,AM,15.7,104.8,10.37
19,3/13/2023,AM,15.7,102.9,10.22
20,3/13/2023,AM,15.6,95.3,9.46
21,3/13/2023,AM,15.6,95.9,9.4
22,3/13/2023,AM,15.6,95.9,9.46
23,3/13/2023,AM,15.7,98.9,9.82
24,3/13/2023,AM,15.6,100.2,9.83
25,3/13/2023,AM,15.6,108.9,10.83
26,3/13/2023,AM,15.5,98.2,9.7
27,3/13/2023,AM,15.6,99.5,9.86
